totalprice,xiaoqu,hux,mianji,chaoxiang,zhaungxiu,,dizhi,following,alreadylooked,fabu
680万,嘉南公寓影池居  , 3室2厅 , 124.03平米 , 南 , 简装 ,,  文一西路,5人关注 , 共0次带看 , 4个月以前发布
310万,古荡新村西区  , 3室1厅 , 74.73平米 , 南 , 精装 ,,  古荡,9人关注 , 共0次带看 , 3个月以前发布
391万,华星公寓  , 3室1厅 , 88.78平米 , 南 , 简装 ,,  翠苑,1人关注 , 共0次带看 , 3个月以前发布
750万,西溪蝶园二期  , 3室1厅 , 136.98平米 , 南 , 精装 ,,  西溪,3人关注 , 共0次带看 , 2个月以前发布
750万,耀江文萃苑  , 3室2厅 , 131平米 , 南 , 简装 ,,  文教,1人关注 , 共3次带看 , 一年前发布
490万,融创河滨之城  , 3室2厅 , 89平米 , 南 , 精装,,  西溪,38人关注 , 共1次带看 , 7个月以前发布
610万,协安紫郡  , 4室2厅 , 163.29平米 , 南 北 , 毛坯 ,,  三墩,13人关注 , 共1次带看 , 7个月以前发布
365万,雅仕苑  , 2室2厅 , 66.7平米 , 南 , 精装 ,,  文一西路,20人关注 , 共6次带看 , 6个月以前发布
830万,万科坤和玉泉   , 叠拼别墅 , 3室2厅 , 136.07平米 , 南 ,,  西溪,55人关注 , 共1次带看 , 5个月以前发布
495万,师苑新村  , 3室1厅 , 76.17平米 , 南 北 , 精装 ,,  文教,6人关注 , 共2次带看 , 5个月以前发布
660万,融创河滨之城  , 4室2厅 , 118平米 , 南 , 精装,,  西溪,45人关注 , 共1次带看 , 5个月以前发布
509万,西荡苑桃苑  , 3室2厅 , 120.54平米 , 南 , 其他 ,,  文三西路,4人关注 , 共0次带看 , 4个月以前发布
420万,中海西溪华府  , 3室2厅 , 89平米 , 东南 , 毛坯 ,,  西溪,4人关注 , 共7次带看 , 4个月以前发布
592万,万科坤和玉泉  , 3室2厅 , 114.37平米 , 南 北 , 精装,,  西溪,33人关注 , 共1次带看 , 3个月以前发布
360万,富丽苑  , 2室2厅 , 89.74平米 , 南 北 , 精装 ,,  嘉绿,10人关注 , 共3次带看 , 3个月以前发布
315万,上郡  , 1室1厅 , 64.69平米 , 南 , 简装 ,,  申花,29人关注 , 共0次带看 , 一年前发布
180万,都市阳光和苑  , 2室1厅 , 61.8平米 , 南 , 毛坯,,  良渚,4人关注 , 共7次带看 , 3个月以前发布
150万,钱江之江新天地  , 2室1厅 , 65平米 , 南 , 其他 ,,  转塘,8人关注 , 共3次带看 , 3个月以前发布
168万,金地自在城  , 1室1厅 , 43.52平米 , 南 , 精装 ,,  三墩,31人关注 , 共2次带看 , 8个月以前发布
205万,翠苑二区  , 2室1厅 , 44.22平米 , 南 , 简装 ,,  翠苑,0人关注 , 共4次带看 , 6个月以前发布
290万,玉古路167.171号  , 1室1厅 , 43.5平米 , 南 北 , 简装 ,,  黄龙,0人关注 , 共1次带看 , 3个月以前发布
195万,朗郡庭园  , 1室1厅 , 52.09平米 , 南 , 简装 ,,  转塘,2人关注 , 共1次带看 , 2个月以前发布
520万,富丽苑  , 3室1厅 , 108.73平米 , 南 , 简装 ,,  嘉绿,1人关注 , 共0次带看 , 8个月以前发布
670万,文二新村  , 3室1厅 , 76.83平米 , 南 , 精装 ,,  学军,6人关注 , 共0次带看 , 3个月以前发布
900万,桂花城  , 4室2厅 , 156.4平米 , 南 , 精装 ,,  文一西路,13人关注 , 共3次带看 , 3个月以前发布
810万,武林花园  , 3室2厅 , 143.88平米 , 南 , 精装 ,,  文三,2人关注 , 共0次带看 , 2个月以前发布
485万,融创河滨之城  , 3室2厅 , 88.57平米 , 南 , 精装,,  西溪,36人关注 , 共7次带看 , 4个月以前发布
500万,绿城之江1号  , 3室2厅 , 111.89平米 , 南 北 , 精装 ,,  转塘,24人关注 , 共3次带看 , 4个月以前发布
520万,文三新村  , 3室1厅 , 77.24平米 , 南 , 简装 ,,  文三,12人关注 , 共4次带看 , 3个月以前发布
315万,天阳云筑  , 3室2厅 , 86.63平米 , 南 , 精装 ,,  转塘,7人关注 , 共3次带看 , 3个月以前发布
410万,龙湖水晶郦城  , 4室2厅 , 119.42平米 , 南 , 毛坯 ,,  良渚,10人关注 , 共3次带看 , 3个月以前发布
465万,新金都城市花园  , 2室2厅 , 91平米 , 南 , 精装 ,,  文一西路,10人关注 , 共2次带看 , 3个月以前发布
345万,协安紫郡  , 3室2厅 , 89.05平米 , 南 西 , 简装 ,,  三墩,13人关注 , 共6次带看 , 3个月以前发布
260万,翠苑五区  , 3室1厅 , 75.68平米 , 南 北 , 简装 ,,  翠苑,81人关注 , 共6次带看 , 2个月以前发布
460万,融创河滨之城  , 3室2厅 , 88.99平米 , 南 , 其他,,  西溪,10人关注 , 共3次带看 , 2个月以前发布
220万,翠苑三区  , 2室1厅 , 50.33平米 , 南 北 , 其他 ,,  翠苑,9人关注 , 共0次带看 , 7个月以前发布
550万,融创河滨之城  , 3室2厅 , 88.73平米 , 南 , 毛坯,,  西溪,14人关注 , 共1次带看 , 6个月以前发布
680万,文一路109号  , 2室2厅 , 108平米 , 南 , 简装 ,,  文教,0人关注 , 共1次带看 , 4个月以前发布
320万,科技新村  , 3室2厅 , 73.73平米 , 南 北 , 简装 ,,  文三西路,17人关注 , 共3次带看 , 4个月以前发布
285万,环城西路83号  , 2室1厅 , 54.06平米 , 东 , 简装,,  黄龙,6人关注 , 共1次带看 , 4个月以前发布
235万,樱花小筑  , 2室1厅 , 58.67平米 , 南 , 精装 ,,  转塘,22人关注 , 共0次带看 , 4个月以前发布
195万,都市阳光华苑  , 2室1厅 , 61.98平米 , 南 , 其他 ,,  良渚,5人关注 , 共3次带看 , 4个月以前发布
255万,翠苑五区  , 2室1厅 , 66.5平米 , 南 , 简装 ,,  翠苑,9人关注 , 共9次带看 , 3个月以前发布
365万,求是村  , 2室1厅 , 53.2平米 , 东南 , 精装 ,,  黄龙,26人关注 , 共2次带看 , 3个月以前发布
436万,紫林公寓  , 2室1厅 , 77平米 , 南 , 简装 ,,  文一西路,5人关注 , 共3次带看 , 2个月以前发布
180万,墩莳家园  , 2室2厅 , 62.79平米 , 南 北 , 其他 ,,  良渚,4人关注 , 共7次带看 , 2个月以前发布
780万,名仕家园  , 4室2厅 , 155.02平米 , 南 , 其他 ,,  文一西路,0人关注 , 共0次带看 , 1个月以前发布
325万,白马尊邸  , 2室2厅 , 86.05平米 , 南 西南 , 其他 ,,  三墩,4人关注 , 共0次带看 , 1个月以前发布
635万,耀江文鼎苑  , 2室1厅 , 88.56平米 , 南 北 , 其他 ,,  申花,8人关注 , 共0次带看 , 1个月以前发布
508万,梧桐公寓  , 1室1厅 , 83.33平米 , 东 西 , 其他 ,,  文教,2人关注 , 共0次带看 , 1个月以前发布
460万,南都花园三区  , 4室2厅 , 124平米 , 南 北 , 精装 ,,  文一西路,2人关注 , 共0次带看 , 31天以前发布
330万,华门自由21世纪  , 1室1厅 , 59.5平米 , 北 , 简装 ,,  文教,0人关注 , 共0次带看 , 30天以前发布
376万,新安嘉苑  , 2室2厅 , 83.04平米 , 南 , 简装 ,,  文三西路,1人关注 , 共1次带看 , 30天以前发布
480万,世贸丽晶城  , 1室1厅 , 60.31平米 , 南 , 精装 ,,  九莲,0人关注 , 共0次带看 , 26天以前发布
245万,金都花园  , 2室1厅 , 52.91平米 , 南 , 其他 ,,  文三西路,1人关注 , 共0次带看 , 25天以前发布
325万,宝嘉誉府  , 3室2厅 , 88.49平米 , 南 北 , 其他,,  申花,1人关注 , 共0次带看 , 24天以前发布
620万,丽阳苑  , 3室2厅 , 138.79平米 , 南 , 简装 ,,  申花,16人关注 , 共0次带看 , 8个月以前发布
420万,物华小区  , 3室1厅 , 96.21平米 , 南 , 精装 ,,  嘉绿,12人关注 , 共0次带看 , 7个月以前发布
780万,紫桂花园  , 3室2厅 , 137.1平米 , 南 , 精装 ,,  文一西路,14人关注 , 共0次带看 , 5个月以前发布
170万,金地自在城  , 1室1厅 , 44平米 , 南 , 精装 ,,  三墩,40人关注 , 共1次带看 , 4个月以前发布
185万,朗郡庭园  , 1室1厅 , 53平米 , 南 , 简装 ,,  转塘,17人关注 , 共0次带看 , 3个月以前发布
285万,西溪蝶园二期  , 1室1厅 , 51.6平米 , 南 , 其他 ,,  西溪,6人关注 , 共0次带看 , 3个月以前发布
360万,西溪蝶园二期  , 1室1厅 , 68.83平米 , 南 , 其他 ,,  西溪,1人关注 , 共0次带看 , 2个月以前发布
130万,复地黄龙和山  , 2室1厅 , 48.4平米 , 北 , 简装 ,,  西溪,12人关注 , 共1次带看 , 2个月以前发布
640万,嘉里云荷廷  , 3室2厅 , 139.83平米 , 南 , 精装 ,,  之江,29人关注 , 共0次带看 , 7个月以前发布
610万,融创河滨之城  , 4室2厅 , 118平米 , 南 北 , 其他,,  西溪,12人关注 , 共4次带看 , 6个月以前发布
980万,金都城市芯宇  , 3室2厅 , 175.8平米 , 南 , 其他 ,,  文教,10人关注 , 共2次带看 , 6个月以前发布
585万,紫金庭园  , 3室2厅 , 138.6平米 , 南 , 其他 ,,  文三西路,11人关注 , 共2次带看 , 5个月以前发布
400万,万科星空  , 3室1厅 , 89平米 , 南 , 其他,,  西溪,9人关注 , 共1次带看 , 5个月以前发布
567万,协安紫郡  , 3室1厅 , 139.16平米 , 南 北 , 精装 ,,  三墩,12人关注 , 共2次带看 , 5个月以前发布
528万,保俶北路101号  , 3室2厅 , 95.15平米 , 东 北 , 简装,,  文教,2人关注 , 共0次带看 , 5个月以前发布
460万,嘉里云荷廷  , 3室2厅 , 88.27平米 , 南 , 精装 ,,  之江,21人关注 , 共0次带看 , 4个月以前发布
420万,兰韵天城  , 3室2厅 , 126.26平米 , 东南 南 , 精装 ,,  三墩,12人关注 , 共1次带看 , 4个月以前发布
510万,融信杭州公馆  , 3室1厅 , 88.72平米 , 南 , 其他,,  文教,21人关注 , 共0次带看 , 4个月以前发布
380万,中旅紫金名门  , 3室1厅 , 87平米 , 南 , 简装,,  申花,3人关注 , 共1次带看 , 4个月以前发布
850万,万科坤和玉泉   , 叠拼别墅 , 3室2厅 , 139.77平米 , 南 北 ,,  西溪,35人关注 , 共0次带看 , 4个月以前发布
650万,中旅紫金名门  , 4室2厅 , 135平米 , 南 , 毛坯,,  申花,12人关注 , 共0次带看 , 4个月以前发布
390万,文二路166号  , 3室1厅 , 64.07平米 , 南 , 简装 ,,  文教,9人关注 , 共1次带看 , 4个月以前发布
325万,翰墨香林苑  , 3室2厅 , 142.19平米 , 南 , 简装 ,,  小和山,4人关注 , 共2次带看 , 3个月以前发布
360万,金田花园  , 3室2厅 , 104.01平米 , 南 , 其他 ,,  文三西路,24人关注 , 共3次带看 , 3个月以前发布
820万,圣苑小区  , 3室1厅 , 139.98平米 , 南 北 , 精装 ,,  申花,10人关注 , 共1次带看 , 3个月以前发布
830万,耀江文欣苑  , 3室1厅 , 138.74平米 , 南 北 , 简装 ,,  文教,3人关注 , 共1次带看 , 3个月以前发布
330万,协安紫郡  , 3室2厅 , 89平米 , 南 北 , 简装 ,,  三墩,20人关注 , 共6次带看 , 3个月以前发布
420万,和苑小区  , 3室2厅 , 95.47平米 , 南 , 精装 ,,  申花,20人关注 , 共3次带看 , 3个月以前发布
510万,文溪鼎园  , 3室2厅 , 86.86平米 , 南 西 , 其他 ,,  文一西路,17人关注 , 共0次带看 , 3个月以前发布
305万,康乐香港城  , 3室1厅 , 81.36平米 , 南 , 其他 ,,  文三西路,4人关注 , 共2次带看 , 3个月以前发布
280万,紫金公寓  , 2室2厅 , 64.58平米 , 南 , 其他 ,,  文三西路,3人关注 , 共1次带看 , 3个月以前发布
325万,文二路160号  , 3室1厅 , 59.32平米 , 东 西 北 , 简装 ,,  文教,6人关注 , 共1次带看 , 3个月以前发布
300万,九莲新村  , 3室1厅 , 74.26平米 , 南 , 精装 ,,  九莲,3人关注 , 共1次带看 , 3个月以前发布
395万,松木场河西  , 3室1厅 , 75.03平米 , 南 , 简装 ,,  黄龙,17人关注 , 共2次带看 , 2个月以前发布
656万,金都城市芯宇  , 3室1厅 , 119.39平米 , 南 , 精装 ,,  文教,12人关注 , 共1次带看 , 2个月以前发布
820万,郡楓华庭  , 3室2厅 , 126.45平米 , 南 , 简装,,  文教,0人关注 , 共2次带看 , 2个月以前发布
650万,坤和西溪里  , 3室1厅 , 137.21平米 , 南 , 精装 ,,  西溪,13人关注 , 共1次带看 , 2个月以前发布
850万,新金都城市花园  , 4室2厅 , 185.61平米 , 南 北 , 其他 ,,  文一西路,3人关注 , 共2次带看 , 2个月以前发布
399万,金都花园  , 3室2厅 , 113.6平米 , 南 , 其他 ,,  文三西路,12人关注 , 共0次带看 , 2个月以前发布
500万,嘉绿北苑  , 3室2厅 , 120.39平米 , 南 , 简装 ,,  嘉绿,24人关注 , 共1次带看 , 2个月以前发布
440万,金地自在城  , 3室2厅 , 111平米 , 南 北 , 精装 ,,  三墩,10人关注 , 共2次带看 , 2个月以前发布
296万,西苑小区(西湖)  , 3室2厅 , 86.79平米 , 南 , 简装 ,,  嘉绿,8人关注 , 共1次带看 , 2个月以前发布
350万,紫金港湾  , 3室2厅 , 96.71平米 , 南 , 精装 ,,  三墩,13人关注 , 共1次带看 , 2个月以前发布
580万,文三新村  , 3室1厅 , 81.17平米 , 南 , 精装 ,,  文三,3人关注 , 共3次带看 , 2个月以前发布
270万,众安白马山庄  , 3室2厅 , 122.24平米 , 南 , 毛坯 ,,  小和山,13人关注 , 共2次带看 , 2个月以前发布
450万,万科坤和玉泉  , 3室2厅 , 89.62平米 , 南 北 , 精装,,  西溪,12人关注 , 共2次带看 , 2个月以前发布
710万,坤和和家园  , 4室2厅 , 166.48平米 , 南 北 , 精装 ,,  西溪,11人关注 , 共3次带看 , 2个月以前发布
920万,西溪蝶园一期  , 4室2厅 , 186.53平米 , 南 , 其他 ,,  西溪,1人关注 , 共1次带看 , 2个月以前发布
428万,邮电新村  , 3室1厅 , 65.83平米 , 南 , 简装 ,,  学军,6人关注 , 共1次带看 , 1个月以前发布
345万,中兴公寓  , 3室2厅 , 94.75平米 , 南 , 简装 ,,  文三西路,20人关注 , 共1次带看 , 1个月以前发布
860万,圣苑小区  , 3室1厅 , 129.23平米 , 南 , 精装 ,,  申花,7人关注 , 共1次带看 , 1个月以前发布
670万,山水人家香溪地  , 4室2厅 , 144.86平米 , 南 , 其他 ,,  文三西路,4人关注 , 共5次带看 , 1个月以前发布
415万,之江九里  , 3室2厅 , 89.62平米 , 南 , 精装 ,,  之江,9人关注 , 共1次带看 , 1个月以前发布
498万,丹桂公寓  , 3室2厅 , 112.41平米 , 南 , 精装 ,,  文三西路,10人关注 , 共5次带看 , 1个月以前发布
640万,紫金庭园  , 3室2厅 , 152.9平米 , 南 , 精装 ,,  文三西路,15人关注 , 共6次带看 , 1个月以前发布
260万,天虹公寓  , 2室2厅 , 91平米 , 南 北 , 简装 ,,  申花,9人关注 , 共4次带看 , 1个月以前发布
120万,复地黄龙和山  , 1室1厅 , 47.11平米 , 北 , 精装 ,,  西溪,4人关注 , 共1次带看 , 2个月以前发布
125万,复地黄龙和山  , 1室0厅 , 55.67平米 , 西 , 精装 ,,  西溪,1人关注 , 共0次带看 , 29天以前发布
180万,墩莳家园  , 2室1厅 , 62.59平米 , 南 , 简装,,  良渚,3人关注 , 共0次带看 , 5个月以前发布
248万,亚洲城花园  , 2室1厅 , 63.29平米 , 东南 , 其他 ,,  古荡,21人关注 , 共1次带看 , 3个月以前发布
320万,宝嘉誉府  , 3室1厅 , 88平米 , 南 , 其他,,  申花,4人关注 , 共0次带看 , 2个月以前发布
320万,金都城市芯宇  , 4室2厅 , 52.19平米 , 南 , 精装 ,,  文教,11人关注 , 共0次带看 , 一年前发布
185万,金地自在城  , 1室1厅 , 43平米 , 南 , 精装 ,,  三墩,8人关注 , 共0次带看 , 一年前发布
295万,西溪蝶园二期  , 1室1厅 , 52.85平米 , 南 , 精装 ,,  西溪,12人关注 , 共0次带看 , 7个月以前发布
270万,坤和和家园  , 1室1厅 , 65.11平米 , 南 , 精装 ,,  西溪,2人关注 , 共0次带看 , 6个月以前发布
368万,绿城丁香公寓  , 1室1厅 , 70.67平米 , 北 , 精装 ,,  黄龙,5人关注 , 共0次带看 , 6个月以前发布
185万,金地自在城  , 1室1厅 , 43.52平米 , 南 北 , 精装 ,,  三墩,21人关注 , 共0次带看 , 6个月以前发布
400万,西溪蝶园二期  , 1室1厅 , 69.81平米 , 南 北 , 精装 ,,  西溪,6人关注 , 共0次带看 , 5个月以前发布
1200万,紫桂花园  , 4室2厅 , 196.01平米 , 南 西 北 , 精装 ,,  文一西路,14人关注 , 共0次带看 , 5个月以前发布
345万,桃源春居  , 3室2厅 , 93.21平米 , 南 北 , 精装 ,,  嘉绿,6人关注 , 共0次带看 , 5个月以前发布
405万,黄龙雅苑  , 1室1厅 , 66平米 , 南 , 其他 ,,  黄龙,8人关注 , 共0次带看 , 3个月以前发布
210万,翠苑五区  , 1室1厅 , 46.34平米 , 南 北 , 精装 ,,  翠苑,8人关注 , 共0次带看 , 3个月以前发布
186万,华元天鹅堡  , 1室1厅 , 64平米 , 南 , 精装 ,,  文三西路,0人关注 , 共0次带看 , 2个月以前发布
135万,翠苑三区  , 1室0厅 , 32.78平米 , 南 北 , 简装 ,,  翠苑,26人关注 , 共0次带看 , 2个月以前发布
140万,五洲国际广场  , 1室1厅 , 43.5平米 , 东南 , 其他 ,,  申花,2人关注 , 共0次带看 , 25天以前发布
208万,复地黄龙和山  , 3室2厅 , 65平米 , 南 , 精装 ,,  西溪,36人关注 , 共0次带看 , 5个月以前发布
160万,华元天鹅堡  , 1室1厅 , 58.07平米 , 南 , 简装 ,,  文三西路,2人关注 , 共1次带看 , 3个月以前发布
90万,钱江之江新天地  , 1室1厅 , 44.61平米 , 北 , 精装 ,,  转塘,3人关注 , 共1次带看 , 3个月以前发布
216万,钱江之江新天地  , 2室2厅 , 98.24平米 , 东 , 精装 ,,  转塘,1人关注 , 共2次带看 , 2个月以前发布
160万,翠苑四区  , 1室1厅 , 36.24平米 , 南 , 简装 ,,  翠苑,7人关注 , 共3次带看 , 1个月以前发布
900万,西溪蝶园二期  , 4室2厅 , 181.9平米 , 南 北 , 精装 ,,  西溪,43人关注 , 共0次带看 , 一年前发布
430万,中天之江诚品  , 3室2厅 , 88.91平米 , 南 , 精装 ,,  转塘,32人关注 , 共0次带看 , 11个月以前发布
235万,众安白马山庄  , 2室1厅 , 86.98平米 , 南 , 毛坯 ,,  小和山,12人关注 , 共0次带看 , 10个月以前发布
1050万,广宇西城年华  , 5室2厅 , 226平米 , 南 , 精装 ,,  申花,8人关注 , 共0次带看 , 7个月以前发布
760万,坤和和家园  , 4室2厅 , 168.99平米 , 南 , 精装 ,,  西溪,14人关注 , 共0次带看 , 7个月以前发布
1230万,融信杭州公馆  , 4室2厅 , 162平米 , 南 , 其他,,  文教,4人关注 , 共0次带看 , 7个月以前发布
1230万,紫桂花园  , 4室1厅 , 196平米 , 南 , 精装 ,,  文一西路,13人关注 , 共0次带看 , 7个月以前发布
350万,中天之江诚品  , 3室2厅 , 89平米 , 南 西 北 , 毛坯 ,,  转塘,1人关注 , 共0次带看 , 6个月以前发布
480万,融创河滨之城  , 3室2厅 , 89平米 , 南 , 精装,,  西溪,12人关注 , 共0次带看 , 6个月以前发布
280万,金地自在城  , 2室2厅 , 79.39平米 , 南 , 精装 ,,  三墩,40人关注 , 共2次带看 , 6个月以前发布
420万,金祝新村  , 3室1厅 , 73.23平米 , 南 , 简装 ,,  黄龙,6人关注 , 共0次带看 , 5个月以前发布
200万,西溪锋尚苑  , 3室1厅 , 77.82平米 , 北 , 简装 ,,  文三西路,20人关注 , 共1次带看 , 5个月以前发布
490万,融创河滨之城  , 3室2厅 , 89平米 , 南 , 毛坯,,  西溪,6人关注 , 共1次带看 , 4个月以前发布
295万,梧桐燕庐  , 3室1厅 , 87.98平米 , 南 , 毛坯 ,,  转塘,5人关注 , 共0次带看 , 4个月以前发布
1100万,耀江文鼎苑  , 4室2厅 , 146平米 , 南 , 其他 ,,  申花,16人关注 , 共0次带看 , 4个月以前发布
